subject,activity,domain,acc_component,motion,derivative,axis,statistic,value
15,WALKING_DOWNSTAIRS,frequency,body,linear,2,X,mean,0.23530982554761906
15,WALKING_DOWNSTAIRS,frequency,body,linear,2,Y,mean,0.1675180999642857
15,WALKING_DOWNSTAIRS,frequency,body,linear,2,Z,mean,-0.25981220454761905
15,WALKING_DOWNSTAIRS,frequency,body,linear,2,X,sd,0.46632568142857145
15,WALKING_DOWNSTAIRS,frequency,body,linear,2,Y,sd,0.1199936036
15,WALKING_DOWNSTAIRS,frequency,body,linear,2,Z,sd,-0.3574075592857143
15,WALKING_DOWNSTAIRS,frequency,body,linear,3,X,mean,0.06196874853333333
15,WALKING_DOWNSTAIRS,frequency,body,linear,3,Y,mean,-0.02697694152142857
15,WALKING_DOWNSTAIRS,frequency,body,linear,3,Z,mean,-0.34537654126190476
15,WALKING_DOWNSTAIRS,frequency,body,linear,3,X,sd,0.10806274054761905
15,WALKING_DOWNSTAIRS,frequency,body,linear,3,Y,sd,-0.007228602411190479
15,WALKING_DOWNSTAIRS,frequency,body,linear,3,Z,sd,-0.4615991419047619
15,WALKING_DOWNSTAIRS,frequency,body,angular,2,X,mean,-0.22735956545
15,WALKING_DOWNSTAIRS,frequency,body,angular,2,Y,mean,-0.40233230166666667
15,WALKING_DOWNSTAIRS,frequency,body,angular,2,Z,mean,-0.18319480152380951
15,WALKING_DOWNSTAIRS,frequency,body,angular,2,X,sd,-0.3516300002857143
15,WALKING_DOWNSTAIRS,frequency,body,angular,2,Y,sd,-0.3609728485714286
15,WALKING_DOWNSTAIRS,frequency,body,angular,2,Z,sd,-0.3436733
15,WALKING_DOWNSTAIRS,frequency,body,linear,2,XYZ,mean,0.3311502292857143
15,WALKING_DOWNSTAIRS,frequency,body,linear,2,XYZ,sd,0.15312417811904763
15,WALKING_DOWNSTAIRS,frequency,body,linear,3,XYZ,mean,0.15841333468333332
15,WALKING_DOWNSTAIRS,frequency,body,linear,3,XYZ,sd,0.15050775060000002
15,WALKING_DOWNSTAIRS,frequency,body,angular,2,XYZ,mean,-0.37389863119047617
15,WALKING_DOWNSTAIRS,frequency,body,angular,2,XYZ,sd,-0.3493872060238095
15,WALKING_DOWNSTAIRS,frequency,body,angular,3,XYZ,mean,-0.5653961307142857
15,WALKING_DOWNSTAIRS,frequency,body,angular,3,XYZ,sd,-0.5934724442857143
15,WALKING_UPSTAIRS,time,body,linear,2,Z,mean,-0.11695246489583333
15,WALKING_UPSTAIRS,time,body,linear,2,X,sd,-0.026097184027083335
15,WALKING_UPSTAIRS,time,body,linear,2,Y,sd,-0.004065360435416667
15,WALKING_UPSTAIRS,time,body,linear,2,Z,sd,-0.37971748810416667
15,WALKING_UPSTAIRS,time,gravity,linear,2,X,mean,0.9185448122916666
15,WALKING_UPSTAIRS,time,gravity,linear,2,Y,mean,-0.3149610125
15,WALKING_UPSTAIRS,time,gravity,linear,2,Z,mean,0.0811803405
15,WALKING_UPSTAIRS,time,gravity,linear,2,X,sd,-0.952562395625
15,WALKING_UPSTAIRS,time,gravity,linear,2,Y,sd,-0.9276488214583334
15,WALKING_UPSTAIRS,time,gravity,linear,2,Z,sd,-0.92161847875
15,WALKING_UPSTAIRS,time,body,linear,3,X,mean,0.07297243298125002
15,WALKING_UPSTAIRS,time,body,linear,3,Y,mean,-0.004173618479166673
15,WALKING_UPSTAIRS,time,body,linear,3,Z,mean,-0.005258798989583331
15,WALKING_UPSTAIRS,time,body,linear,3,X,sd,-0.18694466454166667
15,WALKING_UPSTAIRS,time,body,linear,3,Y,sd,-0.311861356875
15,WALKING_UPSTAIRS,time,body,linear,3,Z,sd,-0.7488094541666668
15,WALKING_UPSTAIRS,time,body,angular,2,X,mean,0.09033400298750001
15,WALKING_UPSTAIRS,time,body,angular,2,Y,mean,-0.15472128927083334
15,WALKING_UPSTAIRS,time,body,angular,2,Z,mean,0.09116814845479167
15,WALKING_UPSTAIRS,time,body,angular,2,X,sd,-0.4152513179166667
15,WALKING_UPSTAIRS,time,body,angular,2,Y,sd,-0.3302332351
15,WALKING_UPSTAIRS,time,body,angular,2,Z,sd,-0.47736594520833336
15,WALKING_UPSTAIRS,time,body,angular,3,X,mean,-0.14448598652708333
15,WALKING_UPSTAIRS,time,body,angular,3,Y,mean,-0.03654191640208333
15,WALKING_UPSTAIRS,time,body,angular,3,Z,mean,-0.07672424960416667
15,WALKING_UPSTAIRS,time,body,angular,3,X,sd,-0.5255339497916667
15,WALKING_UPSTAIRS,time,body,angular,3,Y,sd,-0.7630535120833334
15,WALKING_UPSTAIRS,time,body,angular,3,Z,sd,-0.6579076491666667
15,WALKING_UPSTAIRS,time,body,linear,2,XYZ,mean,-9.713947116666666e-4
15,WALKING_UPSTAIRS,time,body,linear,2,XYZ,sd,-0.13655221749458332
15,WALKING_UPSTAIRS,time,gravity,linear,2,XYZ,mean,-9.713947116666666e-4
15,WALKING_UPSTAIRS,time,gravity,linear,2,XYZ,sd,-0.13655221749458332
15,WALKING_UPSTAIRS,time,body,linear,3,XYZ,mean,-0.31605038208333336
15,WALKING_UPSTAIRS,time,body,linear,3,XYZ,sd,-0.313363553125
15,WALKING_UPSTAIRS,time,body,angular,2,XYZ,mean,-0.201217274
15,WALKING_UPSTAIRS,time,body,angular,2,XYZ,sd,-0.2884290086395834
15,WALKING_UPSTAIRS,time,body,angular,3,XYZ,mean,-0.6636371177083333
15,WALKING_UPSTAIRS,time,body,angular,3,XYZ,sd,-0.7489548485416667
15,WALKING_UPSTAIRS,frequency,body,linear,2,X,mean,-0.0746328434375
15,WALKING_UPSTAIRS,frequency,body,linear,2,Y,mean,-0.1019354328
15,WALKING_UPSTAIRS,frequency,body,linear,2,Z,mean,-0.5395910825
15,WALKING_UPSTAIRS,frequency,body,linear,2,X,sd,-0.008382437616666667
15,WALKING_UPSTAIRS,frequency,body,linear,2,Y,sd,-0.019132833304166666
15,WALKING_UPSTAIRS,frequency,body,linear,2,Z,sd,-0.34960035327083333
15,WALKING_UPSTAIRS,frequency,body,linear,3,X,mean,-0.2370530733125
15,WALKING_UPSTAIRS,frequency,body,linear,3,Y,mean,-0.3381022166666667
15,WALKING_UPSTAIRS,frequency,body,linear,3,Z,mean,-0.7145541727083334
15,WALKING_UPSTAIRS,frequency,body,linear,3,X,sd,-0.20723160548854166
15,WALKING_UPSTAIRS,frequency,body,linear,3,Y,sd,-0.33039142958333334
15,WALKING_UPSTAIRS,frequency,body,linear,3,Z,sd,-0.7830045064583334
15,WALKING_UPSTAIRS,frequency,body,angular,2,X,mean,-0.361096856875
15,WALKING_UPSTAIRS,frequency,body,angular,2,Y,mean,-0.5170252458333333
15,WALKING_UPSTAIRS,frequency,body,angular,2,Z,mean,-0.48570174583333336
15,WALKING_UPSTAIRS,frequency,body,angular,2,X,sd,-0.43722532750000004
15,WALKING_UPSTAIRS,frequency,body,angular,2,Y,sd,-0.2436122690041667
15,WALKING_UPSTAIRS,frequency,body,angular,2,Z,sd,-0.5237443008333333
15,WALKING_UPSTAIRS,frequency,body,linear,2,XYZ,mean,-0.16524214795833334
15,WALKING_UPSTAIRS,frequency,body,linear,2,XYZ,sd,-0.25565934083333336
15,WALKING_UPSTAIRS,frequency,body,linear,3,XYZ,mean,-0.2619566799583333
15,WALKING_UPSTAIRS,frequency,body,linear,3,XYZ,sd,-0.391313399375
15,WALKING_UPSTAIRS,frequency,body,angular,2,XYZ,mean,-0.45369356625
15,WALKING_UPSTAIRS,frequency,body,angular,2,XYZ,sd,-0.3085858698541667
15,WALKING_UPSTAIRS,frequency,body,angular,3,XYZ,mean,-0.7314223579166668
15,WALKING_UPSTAIRS,frequency,body,angular,3,XYZ,sd,-0.7931044833333334
16,LAYING,time,body,linear,2,Z,mean,-0.10731049324285714
16,LAYING,time,body,linear,2,X,sd,-0.9736914294285715
16,LAYING,time,body,linear,2,Y,sd,-0.9430611502857144
16,LAYING,time,body,linear,2,Z,sd,-0.9654902762857143
16,LAYING,time,gravity,linear,2,X,mean,-0.20678374224285714
16,LAYING,time,gravity,linear,2,Y,mean,-0.019927022571428556
16,LAYING,time,gravity,linear,2,Z,mean,0.8938844685714286
16,LAYING,time,gravity,linear,2,X,sd,-0.9637619778571429
16,LAYING,time,gravity,linear,2,Y,sd,-0.9660871038571429
16,LAYING,time,gravity,linear,2,Z,sd,-0.9678860020000001
16,LAYING,time,body,linear,3,X,mean,0.07839602685714285
16,LAYING,time,body,linear,3,Y,mean,0.013280505432571428
16,LAYING,time,body,linear,3,Z,mean,-0.0015410508976428567
16,LAYING,time,body,linear,3,X,sd,-0.9884167238571429
16,LAYING,time,body,linear,3,Y,sd,-0.984867286857143
16,LAYING,time,body,linear,3,Z,sd,-0.987644127
16,LAYING,time,body,angular,2,X,mean,-0.016154540685714286
16,LAYING,time,body,angular,2,Y,mean,-0.11367506088571429
16,LAYING,time,body,angular,2,Z,mean,0.09662103494285715
16,LAYING,time,body,angular,2,X,sd,-0.9770107698571429
16,LAYING,time,body,angular,2,Y,sd,-0.970747514
16,LAYING,time,body,angular,2,Z,sd,-0.9847814848571429
16,LAYING,time,body,angular,3,X,mean,-0.1022095722
16,LAYING,time,body,angular,3,Y,mean,-0.03477353258714286
16,LAYING,time,body,angular,3,Z,mean,-0.05767904351428572
16,LAYING,time,body,angular,3,X,sd,-0.9858354594285714
16,LAYING,time,body,angular,3,Y,sd,-0.989046576
16,LAYING,time,body,angular,3,Z,sd,-0.9944651577142858
16,LAYING,time,body,linear,2,XYZ,mean,-0.9618346348571428
16,LAYING,time,body,linear,2,XYZ,sd,-0.9578959277142857
16,LAYING,time,gravity,linear,2,XYZ,mean,-0.9618346348571428
16,LAYING,time,gravity,linear,2,XYZ,sd,-0.9578959277142857
16,LAYING,time,body,linear,3,XYZ,mean,-0.9883496565714286
16,LAYING,time,body,linear,3,XYZ,sd,-0.9878910035714286
16,LAYING,time,body,angular,2,XYZ,mean,-0.9517770995714286
16,LAYING,time,body,angular,2,XYZ,sd,-0.9590200362857143
16,LAYING,time,body,angular,3,XYZ,mean,-0.9908395262857143
16,LAYING,time,body,angular,3,XYZ,sd,-0.9882124254285715
16,LAYING,frequency,body,linear,2,X,mean,-0.9802131874285714
16,LAYING,frequency,body,linear,2,Y,mean,-0.9636355751428571
16,LAYING,frequency,body,linear,2,Z,mean,-0.9745800691428572
16,LAYING,frequency,body,linear,2,X,sd,-0.9714090751428572
16,LAYING,frequency,body,linear,2,Y,sd,-0.9370836367142857
16,LAYING,frequency,body,linear,2,Z,sd,-0.9625243727142857
16,LAYING,frequency,body,linear,3,X,mean,-0.9885800462857143
16,LAYING,frequency,body,linear,3,Y,mean,-0.9847529271428572
16,LAYING,frequency,body,linear,3,Z,mean,-0.9855449452857143
16,LAYING,frequency,body,linear,3,X,sd,-0.9892873591428571
16,LAYING,frequency,body,linear,3,Y,sd,-0.986215013
16,LAYING,frequency,body,linear,3,Z,sd,-0.9883489045714287
16,LAYING,frequency,body,angular,2,X,mean,-0.9758924074285715
16,LAYING,frequency,body,angular,2,Y,mean,-0.9760929205714286
16,LAYING,frequency,body,angular,2,Z,mean,-0.9859577880000001
16,LAYING,frequency,body,angular,2,X,sd,-0.9775095835714286
16,LAYING,frequency,body,angular,2,Y,sd,-0.9681352518571429
16,LAYING,frequency,body,angular,2,Z,sd,-0.985730995857143
16,LAYING,frequency,body,linear,2,XYZ,mean,-0.9680205212857144
16,LAYING,frequency,body,linear,2,XYZ,sd,-0.9581118958571428
16,LAYING,frequency,body,linear,3,XYZ,mean,-0.9875145251428572
16,LAYING,frequency,body,linear,3,XYZ,sd,-0.98724716
16,LAYING,frequency,body,angular,2,XYZ,mean,-0.9702496388571429
16,LAYING,frequency,body,angular,2,XYZ,sd,-0.9589750840000001
16,LAYING,frequency,body,angular,3,XYZ,mean,-0.9886952777142858
16,LAYING,frequency,body,angular,3,XYZ,sd,-0.9880584011428571
16,SITTING,time,body,linear,2,Z,mean,-0.08914040384057971
16,SITTING,time,body,linear,2,X,sd,-0.9868256053623189
16,SITTING,time,body,linear,2,Y,sd,-0.9516078724637682
16,SITTING,time,body,linear,2,Z,sd,-0.9396722471014494
16,SITTING,time,gravity,linear,2,X,mean,0.9424573779710145
16,SITTING,time,gravity,linear,2,Y,mean,-0.08658825394202899
16,SITTING,time,gravity,linear,2,Z,mean,0.08926822004637681
16,SITTING,time,gravity,linear,2,X,sd,-0.9801582433333335
16,SITTING,time,gravity,linear,2,Y,sd,-0.9680232069565218
16,SITTING,time,gravity,linear,2,Z,sd,-0.9458135614782609
16,SITTING,time,body,linear,3,X,mean,0.07343467202898551
16,SITTING,time,body,linear,3,Y,mean,0.009856428908550725
16,SITTING,time,body,linear,3,Z,mean,-0.011503057505217391
16,SITTING,time,body,linear,3,X,sd,-0.9908611347826087
16,SITTING,time,body,linear,3,Y,sd,-0.9818009707246377
16,SITTING,time,body,linear,3,Z,sd,-0.9834872128985508
16,SITTING,time,body,angular,2,X,mean,-0.04120140422753623
16,SITTING,time,body,angular,2,Y,mean,-0.057452543304347826
16,SITTING,time,body,angular,2,Z,mean,0.07957363104637681
16,SITTING,time,body,angular,2,X,sd,-0.9810373733333334
16,SITTING,time,body,angular,2,Y,sd,-0.9583365955072465
16,SITTING,time,body,angular,2,Z,sd,-0.9602878313043479
16,SITTING,time,body,angular,3,X,mean,-0.0957204520289855
16,SITTING,time,body,angular,3,Y,mean,-0.04503692806376811
16,SITTING,time,body,angular,3,Z,mean,-0.05883712735362319
16,SITTING,time,body,angular,3,X,sd,-0.9895832794202899
16,SITTING,time,body,angular,3,Y,sd,-0.9906217933333334
16,SITTING,time,body,angular,3,Z,sd,-0.9883643214492754
16,SITTING,time,body,linear,2,XYZ,mean,-0.9618796807246377
16,SITTING,time,body,linear,2,XYZ,sd,-0.9410512360869566
16,SITTING,time,gravity,linear,2,XYZ,mean,-0.9618796807246377
16,SITTING,time,gravity,linear,2,XYZ,sd,-0.9410512360869566
16,SITTING,time,body,linear,3,XYZ,mean,-0.9874726991304348
16,SITTING,time,body,linear,3,XYZ,sd,-0.9836153340579711
16,SITTING,time,body,angular,2,XYZ,mean,-0.9464173824637682
16,SITTING,time,body,angular,2,XYZ,sd,-0.9379424046376812
16,SITTING,time,body,angular,3,XYZ,mean,-0.9924446062318841
16,SITTING,time,body,angular,3,XYZ,sd,-0.9882612526086957
16,SITTING,frequency,body,linear,2,X,mean,-0.9870438289855074
16,SITTING,frequency,body,linear,2,Y,mean,-0.9614566855072464
16,SITTING,frequency,body,linear,2,Z,mean,-0.9595522304347827
16,SITTING,frequency,body,linear,2,X,sd,-0.9868924184057972
16,SITTING,frequency,body,linear,2,Y,sd,-0.9498292604347827
16,SITTING,frequency,body,linear,2,Z,sd,-0.9346521465217392
16,SITTING,frequency,body,linear,3,X,mean,-0.9909642513043478
16,SITTING,frequency,body,linear,3,Y,mean,-0.9817521673913044
16,SITTING,frequency,body,linear,3,Z,mean,-0.9811780368115943
16,SITTING,frequency,body,linear,3,X,sd,-0.9915678676811596
16,SITTING,frequency,body,linear,3,Y,sd,-0.9832307744927536
16,SITTING,frequency,body,linear,3,Z,sd,-0.9843624691304348
16,SITTING,frequency,body,angular,2,X,mean,-0.9786328569565218
16,SITTING,frequency,body,angular,2,Y,mean,-0.9667960017391305
16,SITTING,frequency,body,angular,2,Z,mean,-0.9600582640579711
16,SITTING,frequency,body,angular,2,X,sd,-0.9820578614492754
16,SITTING,frequency,body,angular,2,Y,sd,-0.9543437524637682
16,SITTING,frequency,body,angular,2,Z,sd,-0.9642700523188407
16,SITTING,frequency,body,linear,2,XYZ,mean,-0.9583354807246377
16,SITTING,frequency,body,linear,2,XYZ,sd,-0.942588250115942
16,SITTING,frequency,body,linear,3,XYZ,mean,-0.983968635942029
16,SITTING,frequency,body,linear,3,XYZ,sd,-0.9821905547826087
16,SITTING,frequency,body,angular,2,XYZ,mean,-0.9540609943478261
16,SITTING,frequency,body,angular,2,XYZ,sd,-0.9388632150724638
16,SITTING,frequency,body,angular,3,XYZ,mean,-0.9893631363768117
16,SITTING,frequency,body,angular,3,XYZ,sd,-0.9875063489855073
16,STANDING,time,body,linear,2,Z,mean,-0.10365772907692307
16,STANDING,time,body,linear,2,X,sd,-0.9890768117948718
16,STANDING,time,body,linear,2,Y,sd,-0.9602982676923077
16,STANDING,time,body,linear,2,Z,sd,-0.9534689616666667
16,STANDING,time,gravity,linear,2,X,mean,0.9415877493589744
16,STANDING,time,gravity,linear,2,Y,mean,-0.057886704500000004
16,STANDING,time,gravity,linear,2,Z,mean,-0.16673746816666668
16,STANDING,time,gravity,linear,2,X,sd,-0.9853596898717949
16,STANDING,time,gravity,linear,2,Y,sd,-0.9805524357692308
16,STANDING,time,gravity,linear,2,Z,sd,-0.9595628307692308
16,STANDING,time,body,linear,3,X,mean,0.07364389056410256
16,STANDING,time,body,linear,3,Y,mean,0.012076795035884614
16,STANDING,time,body,linear,3,Z,mean,-0.004763105579102564
16,STANDING,time,body,linear,3,X,sd,-0.9910264974358975
16,STANDING,time,body,linear,3,Y,sd,-0.9826219547435898
16,STANDING,time,body,linear,3,Z,sd,-0.9880738256410256
16,STANDING,time,body,angular,2,X,mean,-0.029933729416666666
16,STANDING,time,body,angular,2,Y,mean,-0.068667733
16,STANDING,time,body,angular,2,Z,mean,0.08673427088461538
16,STANDING,time,body,angular,2,X,sd,-0.9734001075641026
16,STANDING,time,body,angular,2,Y,sd,-0.9801102773076924
16,STANDING,time,body,angular,2,Z,sd,-0.9823570064102565
16,STANDING,time,body,angular,3,X,mean,-0.1001073326025641
16,STANDING,time,body,angular,3,Y,mean,-0.042498224141025644
16,STANDING,time,body,angular,3,Z,mean,-0.05443352944102564
16,STANDING,time,body,angular,3,X,sd,-0.9871023226923078
16,STANDING,time,body,angular,3,Y,sd,-0.9925894411538463
16,STANDING,time,body,angular,3,Z,sd,-0.992698522948718
16,STANDING,time,body,linear,2,XYZ,mean,-0.9699488251282052
16,STANDING,time,body,linear,2,XYZ,sd,-0.9572944944871795
16,STANDING,time,gravity,linear,2,XYZ,mean,-0.9699488251282052
16,STANDING,time,gravity,linear,2,XYZ,sd,-0.9572944944871795
16,STANDING,time,body,linear,3,XYZ,mean,-0.9892052317948719
16,STANDING,time,body,linear,3,XYZ,sd,-0.9867615506410257
16,STANDING,time,body,angular,2,XYZ,mean,-0.9725281782051283
16,STANDING,time,body,angular,2,XYZ,sd,-0.9641057684615385
16,STANDING,time,body,angular,3,XYZ,mean,-0.9928485760256411
16,STANDING,time,body,angular,3,XYZ,sd,-0.9908094274358975
16,STANDING,frequency,body,linear,2,X,mean,-0.989427670897436
16,STANDING,frequency,body,linear,2,Y,mean,-0.9693140152564104
16,STANDING,frequency,body,linear,2,Z,mean,-0.9699995042307693
16,STANDING,frequency,body,linear,2,X,sd,-0.9891006206410257
16,STANDING,frequency,body,linear,2,Y,sd,-0.9581743101282052
16,STANDING,frequency,body,linear,2,Z,sd,-0.9485402670512821
16,STANDING,frequency,body,linear,3,X,mean,-0.9910386389743591
16,STANDING,frequency,body,linear,3,Y,mean,-0.9824254039743591
16,STANDING,frequency,body,linear,3,Z,mean,-0.9860918915384616
16,STANDING,frequency,body,linear,3,X,sd,-0.9918471496153847
16,STANDING,frequency,body,linear,3,Y,sd,-0.9842364621794872
16,STANDING,frequency,body,linear,3,Z,sd,-0.9886579602564103
16,STANDING,frequency,body,angular,2,X,mean,-0.9731573516666667
16,STANDING,frequency,body,angular,2,Y,mean,-0.9835942446153847
16,STANDING,frequency,body,angular,2,Z,mean,-0.9836392700000001
16,STANDING,frequency,body,angular,2,X,sd,-0.973926885
16,STANDING,frequency,body,angular,2,Y,sd,-0.9784024187179488
16,STANDING,frequency,body,angular,2,Z,sd,-0.9835274020512821
16,STANDING,frequency,body,linear,2,XYZ,mean,-0.9710825580769231
16,STANDING,frequency,body,linear,2,XYZ,sd,-0.957173571923077
16,STANDING,frequency,body,linear,3,XYZ,mean,-0.986502687948718
16,STANDING,frequency,body,linear,3,XYZ,sd,-0.985912716923077
16,STANDING,frequency,body,angular,2,XYZ,mean,-0.9754486321794872
16,STANDING,frequency,body,angular,2,XYZ,sd,-0.963574736025641
16,STANDING,frequency,body,angular,3,XYZ,mean,-0.99117243
16,STANDING,frequency,body,angular,3,XYZ,sd,-0.9906728007692308
16,WALKING,time,body,linear,2,Z,mean,-0.10880404980392157
16,WALKING,time,body,linear,2,X,sd,-0.4046925239215686
16,WALKING,time,body,linear,2,Y,sd,-0.3145697623529412
16,WALKING,time,body,linear,2,Z,sd,-0.15979979023529411
16,WALKING,time,gravity,linear,2,X,mean,0.9259813260784314
16,WALKING,time,gravity,linear,2,Y,mean,-0.0668246472745098
16,WALKING,time,gravity,linear,2,Z,mean,-0.2173511943137255
16,WALKING,time,gravity,linear,2,X,sd,-0.9824695954901961
16,WALKING,time,gravity,linear,2,Y,sd,-0.9737848419607843
16,WALKING,time,gravity,linear,2,Z,sd,-0.9613872543137255
16,WALKING,time,body,linear,3,X,mean,0.07702237717647059
16,WALKING,time,body,linear,3,Y,mean,0.00968444678235294
16,WALKING,time,body,linear,3,Z,mean,0.0036080328235294176
16,WALKING,time,body,linear,3,X,sd,-0.39622373843137254
16,WALKING,time,body,linear,3,Y,sd,-0.425563858627451
16,WALKING,time,body,linear,3,Z,sd,-0.44025821745098037
16,WALKING,time,body,angular,2,X,mean,-0.015172191279215687
16,WALKING,time,body,angular,2,Y,mean,-0.06959556896078431
16,WALKING,time,body,angular,2,Z,mean,0.08186507356862745
16,WALKING,time,body,angular,2,X,sd,-0.6541718470588236
16,WALKING,time,body,angular,2,Y,sd,-0.6125936341176471
16,WALKING,time,body,angular,2,Z,sd,-0.3654895305882353
16,WALKING,time,body,angular,3,X,mean,-0.11091734828235295
16,WALKING,time,body,angular,3,Y,mean,-0.043387684317647064
16,WALKING,time,body,angular,3,Z,mean,-0.05329866707058824
16,WALKING,time,body,angular,3,X,sd,-0.6758897227450981
16,WALKING,time,body,angular,3,Y,sd,-0.7122377529411765
16,WALKING,time,body,angular,3,Z,sd,-0.5712647794117647
16,WALKING,time,body,linear,2,XYZ,mean,-0.2587666941176471
16,WALKING,time,body,linear,2,XYZ,sd,-0.47180926745098045
16,WALKING,time,gravity,linear,2,XYZ,mean,-0.2587666941176471
16,WALKING,time,gravity,linear,2,XYZ,sd,-0.47180926745098045
16,WALKING,time,body,linear,3,XYZ,mean,-0.3631444835294118
16,WALKING,time,body,linear,3,XYZ,sd,-0.40338656392156863
16,WALKING,time,body,angular,2,XYZ,mean,-0.48593193274509805
16,WALKING,time,body,angular,2,XYZ,sd,-0.6650784043137256
16,WALKING,time,body,angular,3,XYZ,mean,-0.6715418341176471
16,WALKING,time,body,angular,3,XYZ,sd,-0.7228084384313725
16,WALKING,frequency,body,linear,2,X,mean,-0.3947904335294118
16,WALKING,frequency,body,linear,2,Y,mean,-0.32150066784313724
16,WALKING,frequency,body,linear,2,Z,mean,-0.24436304823529412
16,WALKING,frequency,body,linear,2,X,sd,-0.4090704880392157
16,WALKING,frequency,body,linear,2,Y,sd,-0.354370678627451
16,WALKING,frequency,body,linear,2,Z,sd,-0.18050131794117646
16,WALKING,frequency,body,linear,3,X,mean,-0.44140618254901964
16,WALKING,frequency,body,linear,3,Y,mean,-0.45427082215686276
16,WALKING,frequency,body,linear,3,Z,mean,-0.42233239411764706
16,WALKING,frequency,body,linear,3,X,sd,-0.40288411509803923
16,WALKING,frequency,body,linear,3,Y,sd,-0.4336126578431373
16,WALKING,frequency,body,linear,3,Z,sd,-0.4566362825490196
16,WALKING,frequency,body,angular,2,X,mean,-0.5957464862745099
16,WALKING,frequency,body,angular,2,Y,mean,-0.6197319303921569
16,WALKING,frequency,body,angular,2,Z,mean,-0.4328853109803922
16,WALKING,frequency,body,angular,2,X,sd,-0.6737411368627452
16,WALKING,frequency,body,angular,2,Y,sd,-0.6119408774509804
16,WALKING,frequency,body,angular,2,Z,sd,-0.40321979137254904
16,WALKING,frequency,body,linear,2,XYZ,mean,-0.4104632419607843
16,WALKING,frequency,body,linear,2,XYZ,sd,-0.5921509850980392
16,WALKING,frequency,body,linear,3,XYZ,mean,-0.3782784905882353
16,WALKING,frequency,body,linear,3,XYZ,sd,-0.44144775450980395
16,WALKING,frequency,body,angular,2,XYZ,mean,-0.6692285407843137
16,WALKING,frequency,body,angular,2,XYZ,sd,-0.7211370015686275
16,WALKING,frequency,body,angular,3,XYZ,mean,-0.7206822900000001
16,WALKING,frequency,body,angular,3,XYZ,sd,-0.7457268539215687
16,WALKING_DOWNSTAIRS,time,body,linear,2,Z,mean,-0.11987370514893617
16,WALKING_DOWNSTAIRS,time,body,linear,2,X,sd,0.20725199792978724
16,WALKING_DOWNSTAIRS,time,body,linear,2,Y,sd,-0.14699383765531915
16,WALKING_DOWNSTAIRS,time,body,linear,2,Z,sd,0.011435394478723403
16,WALKING_DOWNSTAIRS,time,gravity,linear,2,X,mean,0.9178184270212766
16,WALKING_DOWNSTAIRS,time,gravity,linear,2,Y,mean,-0.05848326763829788
16,WALKING_DOWNSTAIRS,time,gravity,linear,2,Z,mean,-0.22538249638297872
16,WALKING_DOWNSTAIRS,time,gravity,linear,2,X,sd,-0.9577851180851064
16,WALKING_DOWNSTAIRS,time,gravity,linear,2,Y,sd,-0.9554877936170213
16,WALKING_DOWNSTAIRS,time,gravity,linear,2,Z,sd,-0.9105889431914894
16,WALKING_DOWNSTAIRS,time,body,linear,3,X,mean,0.09078570642553192
16,WALKING_DOWNSTAIRS,time,body,linear,3,Y,mean,-0.014811453027659573
16,WALKING_DOWNSTAIRS,time,body,linear,3,Z,mean,-0.029312256293617018
16,WALKING_DOWNSTAIRS,time,body,linear,3,X,sd,-0.10118692659574469
16,WALKING_DOWNSTAIRS,time,body,linear,3,Y,sd,-0.2616847524255319
16,WALKING_DOWNSTAIRS,time,body,linear,3,Z,sd,-0.3033815828319149
16,WALKING_DOWNSTAIRS,time,body,angular,2,X,mean,-0.022537336997872342
16,WALKING_DOWNSTAIRS,time,body,angular,2,Y,mean,-0.06826479270638298
16,WALKING_DOWNSTAIRS,time,body,angular,2,Z,mean,0.0835380057
16,WALKING_DOWNSTAIRS,time,body,angular,2,X,sd,-0.4541884710638298
16,WALKING_DOWNSTAIRS,time,body,angular,2,Y,sd,-0.528329304680851
16,WALKING_DOWNSTAIRS,time,body,angular,2,Z,sd,-0.44463633489361704
16,WALKING_DOWNSTAIRS,time,body,angular,3,X,mean,-0.10390404454361703
16,WALKING_DOWNSTAIRS,time,body,angular,3,Y,mean,-0.05676866297531915
16,WALKING_DOWNSTAIRS,time,body,angular,3,Z,mean,-0.061213693292978724
16,WALKING_DOWNSTAIRS,time,body,angular,3,X,sd,-0.6236760242553192
16,WALKING_DOWNSTAIRS,time,body,angular,3,Y,sd,-0.583421784680851
16,WALKING_DOWNSTAIRS,time,body,angular,3,Z,sd,-0.5406334693617022
16,WALKING_DOWNSTAIRS,time,body,linear,2,XYZ,mean,0.1910797935874468
16,WALKING_DOWNSTAIRS,time,body,linear,2,XYZ,sd,0.11918374063829787
16,WALKING_DOWNSTAIRS,time,gravity,linear,2,XYZ,mean,0.1910797935874468
16,WALKING_DOWNSTAIRS,time,gravity,linear,2,XYZ,sd,0.11918374063829787
16,WALKING_DOWNSTAIRS,time,body,linear,3,XYZ,mean,-0.16590881080851064
16,WALKING_DOWNSTAIRS,time,body,linear,3,XYZ,sd,-0.07834988755957446
16,WALKING_DOWNSTAIRS,time,body,angular,2,XYZ,mean,-0.3098204272340426
16,WALKING_DOWNSTAIRS,time,body,angular,2,XYZ,sd,-0.42231531680851064
16,WALKING_DOWNSTAIRS,time,body,angular,3,XYZ,mean,-0.5908966363829787
